file_name,x,y,c,n,price_price,price_weight,price_space,price_selected,price_time,price_price_ls,price_weight_ls,price_space_ls,price_selected_ls,price_time_ls,weight_price,weight_weight,weight_space,weight_selected,weight_time,weight_price_ls,weight_weight_ls,weight_space_ls,weight_selected_ls,weight_time_ls,side_linear_price,side_linear_weight,side_linear_space,side_linear_selected,side_linear_time,side_linear_price_ls,side_linear_weight_ls,side_linear_space_ls,side_linear_selected_ls,side_linear_time_ls,side_quad_price,side_quad_weight,side_quad_space,side_quad_selected,side_quad_time,side_quad_price_ls,side_quad_weight_ls,side_quad_space_ls,side_quad_selected_ls,side_quad_time_ls,combined_linear_price,combined_linear_weight,combined_linear_space,combined_linear_selected,combined_linear_time,combined_linear_price_ls,combined_linear_weight_ls,combined_linear_space_ls,combined_linear_selected_ls,combined_linear_time_ls,combined_quad_price,combined_quad_weight,combined_quad_space,combined_quad_selected,combined_quad_time,combined_quad_price_ls,combined_quad_weight_ls,combined_quad_space_ls,combined_quad_selected_ls,combined_quad_time_ls
side_lg_25.dat,10000,100,100,1000,1883,590,9733,20,433.477,1883,590,9733,117,438.496,1689,385,9716,13,144.119,1909,614,9716,108,148.601,2600,864,8656,10,855.397,2600,864,8656,176,869.266,2563,850,8174,9,1141.528,2563,850,8174,174,1152.613,2103,529,8580,9,532.232,2356,805,8580,138,540.135,2344,669,8029,6,982.551,2632,909,8029,160,994.369
side_lg_24.dat,10000,100,100,1000,1782,486,9756,26,120.608,1782,486,9756,100,123.532,1647,417,9825,14,110.89,2055,681,9825,106,114.697,2718,890,8809,18,751.493,2718,890,8809,178,760.525,2685,913,8467,15,1095.508,2685,913,8467,181,1106.451,2156,621,8625,13,562.351,2689,974,8625,152,572.455,2443,734,8567,14,844.394,2835,1005,8567,172,855.261
side_lg_30.dat,10000,100,100,1000,1802,590,9725,15,131.779,1802,590,9725,122,137.098,1686,479,9858,7,124.978,1966,725,9858,121,130.062,2782,978,8707,7,991.446,2782,978,8707,199,1002.953,2713,1011,8189,6,1407.653,2713,1011,8189,206,1423.105,2192,661,8738,7,579.13,2636,970,8738,165,589.84,2515,838,8628,6,976.552,2822,1050,8628,195,989.77
side_lg_18.dat,10000,100,100,1000,1733,505,9709,21,119.474,1733,505,9709,101,122.769,1702,390,9682,13,146.972,2177,795,9682,109,151.351,2824,967,8019,12,1204.77,2824,967,8019,192,1219.653,2872,1000,8417,12,1221.265,2872,1000,8417,198,1233.536,2245,618,8870,12,515.777,2653,952,8870,154,524.525,2604,798,8890,12,806.012,2954,1061,8890,184,816.118
side_sm_32.dat,10000,100,100,1000,1703,1256,9693,15,125.71,1703,1256,9693,104,129.732,1552,1162,9773,6,139.653,1941,1893,9773,114,145.566,2689,2221,8454,9,918.974,2689,2221,8454,178,929.369,2651,2314,8208,7,1172.647,2651,2314,8208,183,1184.855,1994,1349,8986,8,394.816,2685,2764,8986,142,402.834,2292,1661,8510,7,738.959,2890,2641,8510,162,749.181
side_sm_26.dat,10000,100,100,1000,1780,1281,9842,20,113.885,1780,1281,9842,103,116.83,1724,979,9755,12,140.487,2302,2081,9755,114,144.835,2967,2495,8600,15,992.489,2967,2495,8600,196,1003.181,2873,2559,7832,13,1483.341,2873,2559,7832,200,1498.729,2300,1619,8869,14,438.844,2885,2680,8869,159,448.449,2450,1880,8529,14,860.326,3071,2941,8529,176,872.01
side_sm_17.dat,10000,100,100,1000,1483,1233,9698,19,128.341,1483,1233,9698,92,131.694,1211,703,9806,7,79.811,1749,1650,9806,79,82.046,2434,2149,8469,13,818.016,2434,2149,8469,163,829.559,2436,2285,8229,13,1227.348,2436,2285,8229,175,1239.904,1771,1181,8886,8,376.685,2434,2723,8886,125,384.306,1977,1528,8767,8,627.677,2579,2890,8767,145,636.605
weight_sm_41.dat,10000,100,100,1000,3376,5004,9729,31,434.578,3376,5004,9729,196,444.428,3102,3521,9730,11,495.616,5263,9999,9730,205,505.766,4511,7691,8591,16,2577.303,4511,7691,8591,302,2597.553,4530,7881,8455,14,3205.404,4530,7881,8455,309,3227.705,3285,4286,9014,9,1224.262,5324,9998,9014,225,1237.748,3745,5399,8347,10,2180.34,5332,10000,8347,266,2198.822
weight_lg_43.dat,10000,100,100,1000,7600,10000,9308,278,1397.713,7600,10000,9308,399,1404.434,7056,9062,9647,27,2617.664,7521,10000,9647,478,2644.164,6628,10000,4665,390,817.846,6628,10000,4665,390,817.862,5941,10000,3229,390,857.303,5941,10000,3229,390,857.319,7308,9509,9146,29,4148.068,7583,9999,9146,489,4175.635,7464,10000,8585,498,1358.567,7464,10000,8585,498,1358.584
side_lg_15.dat,10000,100,100,1000,1917,565,9499,24,181.275,1917,565,9499,115,186.605,1472,350,9713,13,110.766,1792,612,9713,95,113.993,2773,889,8338,15,1025.461,2773,889,8338,178,1035.877,2792,952,8463,13,1195.55,2792,952,8463,190,1208.247,2302,667,8514,14,658.067,2815,1013,8514,162,669.33,2486,753,8343,13,1007.558,2936,1060,8343,174,1019.387
side_lg_29.dat,10000,100,100,1000,2108,681,9540,24,200.622,2108,681,9540,139,207.628,1688,481,9839,10,118.434,2062,732,9839,120,123.093,2956,951,8293,13,1168.15,2956,951,8293,196,1180.382,2872,1014,7734,12,1558.002,2872,1014,7734,204,1574.489,2412,672,8719,11,640.13,3021,1101,8719,172,650.833,2660,791,8555,12,1052.496,3159,1143,8555,193,1065.49
uniform_41.dat,10000,100,100,1000,2942,2377,9843,55,371.568,2942,2377,9843,181,382.343,2563,1553,9774,8,463.906,4399,5097,9774,177,473.481,4361,3933,8804,15,2649.193,4361,3933,8804,304,2672.818,4339,4089,8409,13,3127.373,4339,4089,8409,314,3150.663,3334,2375,9211,8,1624.557,5043,5543,9211,234,1646.134,3495,2653,8526,9,2122.667,5020,5241,8526,256,2141.044
uniform_40.dat,10000,100,100,1000,2924,2291,9754,43,431.147,2924,2291,9754,176,440.74,2593,2015,9670,13,497.132,4283,4731,9670,194,512.044,4042,3460,8903,22,2109.165,4042,3460,8903,273,2128.634,3947,3564,8164,19,2644.101,3947,3564,8164,281,2664.889,2947,2060,9423,18,935.968,4949,5043,9423,215,951.399,3346,2576,8851,18,1851.358,5117,5162,8851,250,1869.511
side_lg_28.dat,10000,100,100,1000,1422,483,9825,12,113.643,1422,483,9825,100,118.038,1484,398,9754,7,111.888,1889,735,9754,111,116.736,2541,876,8614,7,859.759,2541,876,8614,185,871.384,2423,859,7661,6,1313.925,2423,859,7661,185,1330.467,2046,601,8695,7,713.312,2463,956,8695,158,732.148,2252,712,8039,5,1157.993,2538,986,8039,176,1172.847
side_lg_14.dat,10000,100,100,1000,1703,497,9807,18,109.501,1703,497,9807,104,112.76,1563,425,9491,7,176.221,1903,730,9491,112,182.316,2722,1007,8435,6,1085.691,2722,1007,8435,197,1100.007,2694,1009,8068,5,1386.926,2694,1009,8068,200,1402.76,2260,661,9247,8,430.566,2708,1066,9247,163,438.617,2454,856,8594,6,971.871,2953,1130,8594,192,985.33
weight_lg_42.dat,10000,100,100,1000,7574,10000,9325,286,861.059,7574,10000,9325,389,866.128,7268,9150,9694,36,2797.552,7610,10000,9694,488,2824.021,6614,10000,4385,380,782.623,6614,10000,4385,380,782.639,5821,10000,2819,387,842.351,5821,10000,2819,387,842.368,7677,9998,9219,37,1859.16,7679,9998,9219,506,1876.438,7303,10000,7951,496,1247.315,7303,10000,7951,496,1247.333
weight_sm_40.dat,10000,100,100,1000,3658,4582,9801,39,441.673,3658,4582,9801,199,450.868,3095,3585,9520,15,554.287,5066,9998,9520,211,568.199,4883,7508,8760,24,2866.954,4883,7508,8760,318,2887.195,4860,7875,8391,21,3481.192,4860,7875,8391,333,3506.82,3963,4616,9477,15,1261.519,5689,10000,9477,266,1277.359,4234,5616,8840,17,2275.87,5564,9991,8840,293,2296.743
side_sm_16.dat,10000,100,100,1000,1628,1131,9822,17,105.13,1628,1131,9822,94,107.827,1571,950,9686,6,151.572,2138,1886,9686,110,157.174,2881,2374,8441,11,1132.629,2881,2374,8441,196,1145.866,2872,2520,8441,10,1305.946,2872,2520,8441,209,1319.974,2120,1585,9178,6,418.079,2896,2832,9178,160,427.057,2345,1804,8704,6,804.398,3132,3036,8704,177,815.961
side_sm_14.dat,10000,100,100,1000,2061,1291,9752,16,145.191,2061,1291,9752,119,149.44,1780,1116,9603,12,173.487,2006,1630,9603,123,180.088,2944,2290,9079,7,828.864,2944,2290,9079,196,837.343,2815,2419,8081,5,1455.824,2815,2419,8081,202,1470.383,2205,1516,9265,12,374.224,2507,2027,9265,156,382.074,2370,1579,8412,12,768.236,2710,2131,8412,164,778.805
weight_sm_42.dat,10000,100,100,1000,3447,5371,9591,50,489.958,3447,5371,9591,212,502.712,2840,3200,9627,7,528.132,5282,10000,9627,196,540.4,4657,7496,8904,19,2828.436,4657,7496,8904,301,2847.436,4566,7468,8298,18,3156.82,4566,7468,8298,309,3177.656,3317,4474,9508,7,1033.565,5384,10000,9508,242,1049.3,3776,5260,8799,12,1978.562,5242,9999,8799,267,1997.782
side_sm_28.dat,10000,100,100,1000,1864,1376,9809,21,113.706,1864,1376,9809,113,117.256,1542,780,9598,10,137.289,2122,1920,9598,104,141.679,2838,2288,8664,17,890.805,2838,2288,8664,186,900.087,2815,2409,8047,14,1408.73,2815,2409,8047,194,1421.782,1991,1180,9208,12,342.78,2575,2459,9208,137,349.124,2413,1744,8517,13,882.42,2827,2658,8517,171,893.159
weight_lg_40.dat,10000,100,100,1000,7324,10000,9532,276,1285.013,7324,10000,9532,388,1291.172,6914,8963,9465,30,2287.532,7458,10000,9465,489,2316.062,6555,10000,4986,395,828.687,6555,10000,4986,395,828.702,5919,10000,3517,403,938.7,5919,10000,3517,403,938.716,7056,9135,9246,31,4145.575,7490,9998,9246,495,4174.195,7272,9998,8682,51,1622.393,7273,10000,8682,515,1634.619
side_lg_16.dat,10000,100,100,1000,1812,467,9739,20,146.419,1812,467,9739,103,149.384,1566,379,9731,7,128.176,2038,724,9731,108,132.964,2877,955,8684,9,1088.69,2877,955,8684,203,1101.001,2829,992,8255,9,1444.971,2829,992,8255,208,1460.431,2467,678,9229,10,528.006,2700,962,9229,173,536.521,2613,767,8710,10,1185.167,3002,1096,8710,191,1197.572
uniform_42.dat,10000,100,100,1000,3232,2272,9840,64,365.27,3232,2272,9840,188,373.954,2732,1463,9777,9,400.876,4445,4394,9777,176,409.436,4521,3660,8531,14,2349.17,4521,3660,8531,293,2367.44,4569,3810,8562,13,2984.721,4569,3810,8562,308,3005.335,3457,2348,9220,12,1146.469,5136,5411,9220,237,1161.802,3785,2671,8346,13,2016.091,5038,4938,8346,257,2033.029
uniform_43.dat,10000,100,100,1000,3232,2457,9785,51,466.497,3232,2457,9785,203,484.437,2652,1390,9662,8,479.688,4563,4584,9662,177,489.621,4208,3289,8967,20,2311.051,4208,3289,8967,278,2328.084,4206,3613,8534,15,3375.282,4206,3613,8534,301,3396.716,3417,2149,9558,12,1129.215,5197,5294,9558,237,1145.649,3749,2657,8859,13,2237.746,4955,4819,8859,271,2257.354
side_lg_17.dat,10000,100,100,1000,2257,620,9656,25,181.659,2257,620,9656,137,186.787,2229,566,9512,17,208.706,2380,713,9512,150,215.778,3067,933,8128,15,1272.361,3067,933,8128,203,1285.362,3058,961,8193,15,1446.616,3058,961,8193,210,1459.801,2632,668,8821,15,630.372,3066,953,8821,179,639.455,2811,773,8319,14,1182.201,3132,987,8319,195,1194.451
weight_lg_41.dat,10000,100,100,1000,7168,10000,9362,269,1820.402,7168,10000,9362,403,1829.8,6512,7354,9750,21,2728.852,7668,10000,9750,441,2752.674,6559,10000,5045,401,869.1,6559,10000,5045,401,869.117,5882,10000,3457,399,925.367,5882,10000,3457,399,925.386,7032,9171,9233,20,4818.062,7366,9999,9233,489,4844.684,7185,10000,8360,503,1604.991,7185,10000,8360,503,1605.023
side_sm_29.dat,10000,100,100,1000,1764,1231,9787,22,155.472,1764,1231,9787,102,158.206,1727,878,9784,11,188.833,2324,1943,9784,111,193.533,2871,2198,8604,14,1346.734,2871,2198,8604,186,1357.241,2887,2371,8721,13,1302.516,2887,2371,8721,199,1313.855,2247,1471,9066,12,450.236,2743,2450,9066,154,458.509,2318,1521,8012,11,945.879,2761,2474,8012,157,962.604
weight_sm_43.dat,10000,100,100,1000,3182,4840,9802,39,475.562,3182,4840,9802,201,490.735,2661,3212,9712,9,608.041,4408,9426,9712,191,633.2,4319,7069,8634,20,3012.039,4319,7069,8634,291,3032.278,4269,7458,8320,19,3074.806,4269,7458,8320,304,3098.559,3155,3656,9590,10,864.825,4589,8953,9590,218,877.26,3471,4871,8994,12,1753.222,5293,10000,8994,254,1771.841
side_sm_15.dat,10000,100,100,1000,2024,1439,9739,22,127.774,2024,1439,9739,116,131.733,1386,758,9827,8,85.349,1863,1583,9827,91,88.101,2917,2321,8115,14,1271.883,2917,2321,8115,194,1285.246,2899,2429,8102,12,1503.469,2899,2429,8102,203,1518.195,2077,1321,8600,11,460.958,2706,2621,8600,145,470.667,2442,1657,8764,11,773.42,3077,2786,8764,172,784.372
side_sm_39.dat,10000,100,100,1000,1823,1263,9703,16,160.356,1823,1263,9703,111,165.273,1360,704,9739,11,105.084,1886,1600,9739,87,108.137,2583,1965,8079,8,995.551,2583,1965,8079,168,1006.272,2612,2208,8282,7,1089.184,2612,2208,8282,184,1101.409,1641,932,9232,10,246.076,2642,2427,9232,110,250.529,2246,1654,8616,10,773.966,2998,2778,8616,167,784.735
side_sm_11.dat,10000,100,100,1000,1841,1378,9500,21,150.751,1841,1378,9500,105,154.364,1683,1056,9768,11,129.359,2121,1876,9768,105,133.129,2961,2297,8410,13,1029.238,2961,2297,8410,186,1038.361,2921,2382,8178,12,1307.478,2921,2382,8178,194,1319.334,2116,1415,9130,11,334.431,2812,2634,9130,140,340.628,2648,1884,8624,9,851.897,3154,2817,8624,176,861.239
weight_sm_47.dat,10000,100,100,1000,3023,4572,9736,32,412.913,3023,4572,9736,174,420.656,2568,3189,9730,12,486.747,4412,9671,9730,185,498.771,4362,7773,9010,17,2571.188,4362,7773,9010,310,2596.616,4252,7686,8274,15,3234.053,4252,7686,8274,315,3256.833,3305,4830,9253,13,1028.435,4896,9998,9253,251,1046.36,3382,5140,9072,13,1851.683,4750,9998,9072,261,1871.068
weight_lg_45.dat,10000,100,100,1000,7355,10000,9578,263,1558.173,7355,10000,9578,404,1565.919,6705,8688,9634,19,2524.88,7196,10000,9634,470,2550.889,6575,10000,5355,396,831.009,6575,10000,5355,396,831.025,5912,10000,3774,394,887.227,5912,10000,3774,394,887.244,7010,9369,9290,20,4367.515,7252,10000,9290,493,4397.009,7250,10000,8969,20,1709.152,7250,10000,8969,505,1721.989
side_lg_13.dat,10000,100,100,1000,2088,654,9619,20,187.295,2088,654,9619,135,193.852,1582,384,9744,11,250.75,1969,686,9744,107,256.395,3091,1058,8699,11,1228.854,3091,1058,8699,220,1242.116,3026,1078,8053,11,1648.563,3026,1078,8053,223,1665.847,2508,790,8591,6,917.223,2955,1172,8591,189,931.452,2833,911,8439,9,1271.424,3190,1188,8439,210,1287.212
uniform_47.dat,10000,100,100,1000,3429,2648,9813,40,460.496,3429,2648,9813,205,471.848,2891,1702,9804,13,462.41,4514,4557,9804,197,473.639,4467,3754,8672,24,2625.92,4467,3754,8672,302,2646.582,4485,3893,8513,22,3145.076,4485,3893,8513,314,3167.654,3770,2679,9485,23,1210.807,4780,4749,9485,262,1227.981,3904,2879,8946,22,2259.051,4686,4508,8946,274,2278.871
uniform_46.dat,10000,100,100,1000,3784,2740,9778,54,440.782,3784,2740,9778,221,451.574,3229,1844,9771,14,530.77,5197,5308,9771,218,542.233,4744,3909,8718,22,3351.02,4744,3909,8718,317,3371.764,4824,4158,8790,17,3535.322,4824,4158,8790,336,3558.548,3515,2270,9253,16,1276.443,5242,5452,9253,242,1292.049,4109,2963,8761,16,2285.81,5421,5515,8761,289,2305.605
side_lg_12.dat,10000,100,100,1000,1839,569,9709,23,144.403,1839,569,9709,116,148.706,1690,483,9840,12,153.045,2271,941,9840,123,158.476,2777,989,8189,14,1134.676,2777,989,8189,196,1148.135,2793,1029,8387,12,1326.167,2793,1029,8387,208,1340.397,2327,709,9374,12,443.271,2868,1144,9374,171,450.546,2470,771,7977,10,1245.549,2936,1146,7977,185,1260.315
